id_espaco,rua,tipo,lat,lon,status_aluguel
CNEFE-2800308-3-58,"Rua Itabaiana, 798",Loja Térrea,-10.915203669724772,-37.0539,Alugado
CNEFE-2800308-3-59,"Rua Itabaiana, 811",Prédio Misto,-10.91527614678899,-37.054100000000005,Disponível
CNEFE-2800308-3-60,"Rua Itabaiana, 825",Sala Comercial,-10.91534862385321,-37.0539,Disponível
CNEFE-2800308-3-61,"Rua Itabaiana, 839",Loja Térrea,-10.915421100917431,-37.054100000000005,Alugado
CNEFE-2800308-3-62,"Rua Itabaiana, 853",Loja Térrea,-10.915493577981652,-37.0539,Alugado
CNEFE-2800308-3-63,"Rua Itabaiana, 866",Loja Térrea,-10.915566055045872,-37.054100000000005,Abandonado/IPTU Atrasado
CNEFE-2800308-3-64,"Rua Itabaiana, 880",Residencial,-10.915638532110092,-37.0539,Alugado
CNEFE-2800308-3-65,"Rua Itabaiana, 894",Galpão,-10.915711009174313,-37.054100000000005,Disponível
CNEFE-2800308-3-66,"Rua Itabaiana, 908",Prédio Misto,-10.915783486238533,-37.0539,Abandonado/IPTU Atrasado
CNEFE-2800308-3-67,"Rua Itabaiana, 922",Galpão,-10.915855963302752,-37.054100000000005,Disponível
CNEFE-2800308-3-68,"Rua Itabaiana, 935",Loja Térrea,-10.915928440366972,-37.0539,Alugado
CNEFE-2800308-3-69,"Rua Itabaiana, 949",Prédio Misto,-10.916000917431193,-37.054100000000005,Alugado
CNEFE-2800308-3-70,"Rua Itabaiana, 963",Prédio Misto,-10.916073394495413,-37.0539,Alugado
CNEFE-2800308-3-71,"Rua Itabaiana, 977",Galpão,-10.916145871559634,-37.054100000000005,Disponível
CNEFE-2800308-3-72,"Rua Itabaiana, 990",Residencial,-10.916218348623854,-37.0539,Alugado
CNEFE-2800308-3-73,"Rua Itabaiana, 1004",Galpão,-10.916290825688074,-37.054100000000005,Abandonado/IPTU Atrasado
CNEFE-2800308-3-74,"Rua Itabaiana, 1018",Loja Térrea,-10.916363302752293,-37.0539,Alugado
CNEFE-2800308-3-75,"Rua Itabaiana, 1032",Residencial,-10.916435779816513,-37.054100000000005,Alugado
CNEFE-2800308-3-76,"Rua Itabaiana, 1045",Prédio Misto,-10.916508256880734,-37.0539,Alugado
CNEFE-2800308-3-77,"Rua Itabaiana, 1059",Residencial,-10.916580733944954,-37.054100000000005,Alugado
CNEFE-2800308-3-78,"Rua Itabaiana, 1073",Residencial,-10.916653211009175,-37.0539,Alugado
CNEFE-2800308-3-79,"Rua Itabaiana, 1087",Residencial,-10.916725688073395,-37.054100000000005,Alugado
CNEFE-2800308-3-80,"Rua Itabaiana, 1100",Sala Comercial,-10.916798165137616,-37.0539,Alugado
CNEFE-2800308-3-81,"Rua Itabaiana, 1114",Residencial,-10.916870642201836,-37.054100000000005,Alugado
CNEFE-2800308-3-82,"Rua Itabaiana, 1128",Loja Térrea,-10.916943119266055,-37.0539,Alugado
CNEFE-2800308-3-83,"Rua Itabaiana, 1142",Residencial,-10.917015596330275,-37.054100000000005,Alugado
CNEFE-2800308-3-84,"Rua Itabaiana, 1155",Galpão,-10.917088073394495,-37.0539,Abandonado/IPTU Atrasado
CNEFE-2800308-3-85,"Rua Itabaiana, 1169",Loja Térrea,-10.917160550458716,-37.054100000000005,Alugado
CNEFE-2800308-3-86,"Rua Itabaiana, 1183",Galpão,-10.917233027522936,-37.0539,Abandonado/IPTU Atrasado
CNEFE-2800308-3-87,"Rua Itabaiana, 1197",Residencial,-10.917305504587157,-37.054100000000005,Alugado
CNEFE-2800308-3-88,"Rua Itabaiana, 1211",Residencial,-10.917377981651377,-37.0539,Alugado
CNEFE-2800308-3-89,"Rua Itabaiana, 1224",Residencial,-10.917450458715598,-37.054100000000005,Alugado
CNEFE-2800308-3-90,"Rua Itabaiana, 1238",Sala Comercial,-10.917522935779816,-37.0539,Alugado
CNEFE-2800308-3-91,"Rua Itabaiana, 1252",Sala Comercial,-10.917595412844037,-37.054100000000005,Alugado
CNEFE-2800308-3-92,"Rua Itabaiana, 1266",Loja Térrea,-10.917667889908257,-37.0539,Disponível
CNEFE-2800308-3-93,"Rua Itabaiana, 1279",Sala Comercial,-10.917740366972478,-37.054100000000005,Alugado
CNEFE-2800308-3-94,"Rua Itabaiana, 1293",Residencial,-10.917812844036698,-37.0539,Alugado
CNEFE-2800308-3-95,"Rua Itabaiana, 1307",Residencial,-10.917885321100918,-37.054100000000005,Alugado
CNEFE-2800308-3-96,"Rua Itabaiana, 1321",Loja Térrea,-10.917957798165139,-37.0539,Abandonado/IPTU Atrasado
CNEFE-2800308-3-97,"Rua Itabaiana, 1334",Loja Térrea,-10.91803027522936,-37.054100000000005,Alugado
CNEFE-2800308-3-98,"Rua Itabaiana, 1348",Prédio Misto,-10.918102752293578,-37.0539,Disponível
CNEFE-2800308-3-99,"Rua Itabaiana, 1362",Residencial,-10.918175229357798,-37.054100000000005,Alugado
CNEFE-2800308-3-100,"Rua Itabaiana, 1376",Prédio Misto,-10.918247706422019,-37.0539,Alugado
CNEFE-2800308-3-101,"Rua Itabaiana, 1389",Residencial,-10.91832018348624,-37.054100000000005,Alugado
CNEFE-2800308-3-102,"Rua Itabaiana, 1403",Residencial,-10.91839266055046,-37.0539,Alugado
CNEFE-2800308-3-103,"Rua Itabaiana, 1417",Prédio Misto,-10.91846513761468,-37.054100000000005,Alugado
CNEFE-2800308-3-104,"Rua Itabaiana, 1431",Residencial,-10.9185376146789,-37.0539,Alugado
CNEFE-2800308-3-105,"Rua Itabaiana, 1444",Prédio Misto,-10.91861009174312,-37.054100000000005,Alugado
CNEFE-2800308-3-106,"Rua Itabaiana, 1458",Prédio Misto,-10.91868256880734,-37.0539,Abandonado/IPTU Atrasado
CNEFE-2800308-3-107,"Rua Itabaiana, 1472",Loja Térrea,-10.91875504587156,-37.054100000000005,Alugado
CNEFE-2800308-3-108,"Rua Itabaiana, 1486",Loja Térrea,-10.91882752293578,-37.0539,Alugado
CNEFE-2800308-3-109,"Rua Itabaiana, 1500",Residencial,-10.9189,-37.054100000000005,Alugado
CNEFE-2800308-4-0,"Rua Geru, 5",Prédio Misto,-10.9141,-37.05,Disponível
CNEFE-2800308-4-1,"Rua Geru, 18",Galpão,-10.914299999999999,-37.050072289156624,Abandonado/IPTU Atrasado
CNEFE-2800308-4-2,"Rua Geru, 36",Prédio Misto,-10.9141,-37.05014457831325,Alugado
CNEFE-2800308-4-3,"Rua Geru, 54",Residencial,-10.914299999999999,-37.05021686746988,Alugado
CNEFE-2800308-4-4,"Rua Geru, 72",Sala Comercial,-10.9141,-37.050289156626505,Disponível
CNEFE-2800308-4-5,"Rua Geru, 90",Loja Térrea,-10.914299999999999,-37.05036144578313,Disponível
CNEFE-2800308-4-6,"Rua Geru, 108",Residencial,-10.9141,-37.05043373493976,Alugado
CNEFE-2800308-4-7,"Rua Geru, 126",Sala Comercial,-10.914299999999999,-37.050506024096386,Disponível
CNEFE-2800308-4-8,"Rua Geru, 144",Prédio Misto,-10.9141,-37.05057831325301,Abandonado/IPTU Atrasado
CNEFE-2800308-4-9,"Rua Geru, 162",Loja Térrea,-10.914299999999999,-37.05065060240963,Abandonado/IPTU Atrasado
CNEFE-2800308-4-10,"Rua Geru, 180",Loja Térrea,-10.9141,-37.05072289156626,Alugado
CNEFE-2800308-4-11,"Rua Geru, 198",Sala Comercial,-10.914299999999999,-37.050795180722886,Alugado
CNEFE-2800308-4-12,"Rua Geru, 216",Residencial,-10.9141,-37.05086746987951,Alugado
CNEFE-2800308-4-13,"Rua Geru, 234",Residencial,-10.914299999999999,-37.05093975903614,Alugado
CNEFE-2800308-4-14,"Rua Geru, 253",Residencial,-10.9141,-37.05101204819277,Alugado
CNEFE-2800308-4-15,"Rua Geru, 271",Residencial,-10.914299999999999,-37.051084337349394,Alugado
CNEFE-2800308-4-16,"Rua Geru, 289",Loja Térrea,-10.9141,-37.05115662650602,Abandonado/IPTU Atrasado
CNEFE-2800308-4-17,"Rua Geru, 307",Loja Térrea,-10.914299999999999,-37.05122891566265,Abandonado/IPTU Atrasado
CNEFE-2800308-4-18,"Rua Geru, 325",Sala Comercial,-10.9141,-37.051301204819275,Alugado
CNEFE-2800308-4-19,"Rua Geru, 343",Residencial,-10.914299999999999,-37.0513734939759,Alugado
CNEFE-2800308-4-20,"Rua Geru, 361",Residencial,-10.9141,-37.05144578313253,Alugado
CNEFE-2800308-4-21,"Rua Geru, 379",Residencial,-10.914299999999999,-37.051518072289156,Alugado
CNEFE-2800308-4-22,"Rua Geru, 397",Residencial,-10.9141,-37.05159036144578,Alugado
CNEFE-2800308-4-23,"Rua Geru, 415",Residencial,-10.914299999999999,-37.05166265060241,Alugado
CNEFE-2800308-4-24,"Rua Geru, 433",Prédio Misto,-10.9141,-37.05173493975904,Abandonado/IPTU Atrasado
CNEFE-2800308-4-25,"Rua Geru, 451",Residencial,-10.914299999999999,-37.051807228915656,Alugado
CNEFE-2800308-4-26,"Rua Geru, 469",Residencial,-10.9141,-37.05187951807228,Alugado
CNEFE-2800308-4-27,"Rua Geru, 487",Residencial,-10.914299999999999,-37.05195180722891,Alugado
CNEFE-2800308-4-28,"Rua Geru, 506",Residencial,-10.9141,-37.05202409638554,Alugado
CNEFE-2800308-4-29,"Rua Geru, 524",Prédio Misto,-10.914299999999999,-37.052096385542164,Alugado
CNEFE-2800308-4-30,"Rua Geru, 542",Sala Comercial,-10.9141,-37.05216867469879,Alugado
CNEFE-2800308-4-31,"Rua Geru, 560",Residencial,-10.914299999999999,-37.05224096385542,Alugado
CNEFE-2800308-4-32,"Rua Geru, 578",Loja Térrea,-10.9141,-37.052313253012045,Alugado
CNEFE-2800308-4-33,"Rua Geru, 596",Sala Comercial,-10.914299999999999,-37.05238554216867,Alugado
CNEFE-2800308-4-34,"Rua Geru, 614",Prédio Misto,-10.9141,-37.0524578313253,Disponível
CNEFE-2800308-4-35,"Rua Geru, 632",Prédio Misto,-10.914299999999999,-37.052530120481926,Disponível
CNEFE-2800308-4-36,"Rua Geru, 650",Residencial,-10.9141,-37.05260240963855,Alugado
CNEFE-2800308-4-37,"Rua Geru, 668",Residencial,-10.914299999999999,-37.05267469879518,Alugado
CNEFE-2800308-4-38,"Rua Geru, 686",Sala Comercial,-10.9141,-37.05274698795181,Disponível
CNEFE-2800308-4-39,"Rua Geru, 704",Loja Térrea,-10.914299999999999,-37.05281927710843,Abandonado/IPTU Atrasado
CNEFE-2800308-4-40,"Rua Geru, 722",Residencial,-10.9141,-37.05289156626506,Alugado
CNEFE-2800308-4-41,"Rua Geru, 740",Residencial,-10.914299999999999,-37.05296385542169,Alugado
CNEFE-2800308-4-42,"Rua Geru, 759",Residencial,-10.9141,-37.05303614457831,Alugado
CNEFE-2800308-4-43,"Rua Geru, 777",Prédio Misto,-10.914299999999999,-37.053108433734934,Alugado
CNEFE-2800308-4-44,"Rua Geru, 795",Prédio Misto,-10.9141,-37.05318072289156,Alugado
CNEFE-2800308-4-45,"Rua Geru, 813",Residencial,-10.914299999999999,-37.05325301204819,Alugado
CNEFE-2800308-4-46,"Rua Geru, 831",Loja Térrea,-10.9141,-37.053325301204815,Disponível
CNEFE-2800308-4-47,"Rua Geru, 849",Loja Térrea,-10.914299999999999,-37.05339759036144,Alugado
CNEFE-2800308-4-48,"Rua Geru, 867",Prédio Misto,-10.9141,-37.05346987951807,Alugado
CNEFE-2800308-4-49,"Rua Geru, 885",Loja Térrea,-10.914299999999999,-37.053542168674696,Alugado
CNEFE-2800308-4-50,"Rua Geru, 903",Residencial,-10.9141,-37.05361445783132,Alugado
CNEFE-2800308-4-51,"Rua Geru, 921",Residencial,-10.914299999999999,-37.05368674698795,Alugado
CNEFE-2800308-4-52,"Rua Geru, 939",Prédio Misto,-10.9141,-37.05375903614458,Alugado
CNEFE-2800308-4-53,"Rua Geru, 957",Prédio Misto,-10.914299999999999,-37.0538313253012,Disponível
CNEFE-2800308-4-54,"Rua Geru, 975",Residencial,-10.9141,-37.05390361445783,Alugado
CNEFE-2800308-4-55,"Rua Geru, 993",Residencial,-10.914299999999999,-37.05397590361446,Alugado
CNEFE-2800308-4-56,"Rua Geru, 1012",Residencial,-10.9141,-37.054048192771084,Alugado
CNEFE-2800308-4-57,"Rua Geru, 1030",Residencial,-10.914299999999999,-37.05412048192771,Alugado
CNEFE-2800308-4-58,"Rua Geru, 1048",Residencial,-10.9141,-37.05419277108434,Alugado
CNEFE-2800308-4-59,"Rua Geru, 1066",Residencial,-10.914299999999999,-37.05426506024096,Alugado
CNEFE-2800308-4-60,"Rua Geru, 1084",Residencial,-10.9141,-37.054337349397585,Alugado
CNEFE-2800308-4-61,"Rua Geru, 1102",Residencial,-10.914299999999999,-37.05440963855421,Alugado
CNEFE-2800308-4-62,"Rua Geru, 1120",Sala Comercial,-10.9141,-37.05448192771084,Alugado
CNEFE-2800308-4-63,"Rua Geru, 1138",Residencial,-10.914299999999999,-37.054554216867466,Alugado
CNEFE-2800308-4-64,"Rua Geru, 1156",Sala Comercial,-10.9141,-37.05462650602409,Abandonado/IPTU Atrasado
CNEFE-2800308-4-65,"Rua Geru, 1174",Sala Comercial,-10.914299999999999,-37.05469879518072,Abandonado/IPTU Atrasado
CNEFE-2800308-4-66,"Rua Geru, 1192",Loja Térrea,-10.9141,-37.05477108433735,Alugado
CNEFE-2800308-4-67,"Rua Geru, 1210",Prédio Misto,-10.914299999999999,-37.05484337349397,Abandonado/IPTU Atrasado
CNEFE-2800308-4-68,"Rua Geru, 1228",Prédio Misto,-10.9141,-37.0549156626506,Alugado
CNEFE-2800308-4-69,"Rua Geru, 1246",Prédio Misto,-10.914299999999999,-37.05498795180723,Abandonado/IPTU Atrasado
CNEFE-2800308-4-70,"Rua Geru, 1265",Loja Térrea,-10.9141,-37.055060240963854,Disponível
CNEFE-2800308-4-71,"Rua Geru, 1283",Loja Térrea,-10.914299999999999,-37.05513253012048,Disponível
CNEFE-2800308-4-72,"Rua Geru, 1301",Residencial,-10.9141,-37.05520481927711,Alugado
CNEFE-2800308-4-73,"Rua Geru, 1319",Sala Comercial,-10.914299999999999,-37.055277108433735,Abandonado/IPTU Atrasado
CNEFE-2800308-4-74,"Rua Geru, 1337",Residencial,-10.9141,-37.05534939759036,Alugado
CNEFE-2800308-4-75,"Rua Geru, 1355",Prédio Misto,-10.914299999999999,-37.05542168674698,Alugado
CNEFE-2800308-4-76,"Rua Geru, 1373",Residencial,-10.9141,-37.05549397590361,Alugado
CNEFE-2800308-4-77,"Rua Geru, 1391",Residencial,-10.914299999999999,-37.055566265060236,Alugado
CNEFE-2800308-4-78,"Rua Geru, 1409",Loja Térrea,-10.9141,-37.05563855421686,Disponível
CNEFE-2800308-4-79,"Rua Geru, 1427",Residencial,-10.914299999999999,-37.05571084337349,Alugado
CNEFE-2800308-4-80,"Rua Geru, 1445",Residencial,-10.9141,-37.05578313253012,Alugado
CNEFE-2800308-4-81,"Rua Geru, 1463",Residencial,-10.914299999999999,-37.05585542168674,Alugado
CNEFE-2800308-4-82,"Rua Geru, 1481",Residencial,-10.9141,-37.05592771084337,Alugado
CNEFE-2800308-4-83,"Rua Geru, 1500",Prédio Misto,-10.914299999999999,-37.056,Alugado
CNEFE-2800308-5-0,"Rua São Cristóvão, 1",Prédio Misto,-10.9137,-37.049,Alugado
CNEFE-2800308-5-1,"Rua São Cristóvão, 12",Loja Térrea,-10.9139,-37.049072,Alugado
CNEFE-2800308-5-2,"Rua São Cristóvão, 24",Residencial,-10.9137,-37.049144,Alugado
CNEFE-2800308-5-3,"Rua São Cristóvão, 36",Galpão,-10.9139,-37.049216,Abandonado/IPTU Atrasado
CNEFE-2800308-5-4,"Rua São Cristóvão, 48",Residencial,-10.9137,-37.049288,Alugado
CNEFE-2800308-5-5,"Rua São Cristóvão, 60",Sala Comercial,-10.9139,-37.04936,Disponível
CNEFE-2800308-5-6,"Rua São Cristóvão, 72",Residencial,-10.9137,-37.049432,Alugado
CNEFE-2800308-5-7,"Rua São Cristóvão, 84",Residencial,-10.9139,-37.049504,Alugado
CNEFE-2800308-5-8,"Rua São Cristóvão, 96",Residencial,-10.9137,-37.049576,Alugado
CNEFE-2800308-5-9,"Rua São Cristóvão, 107",Sala Comercial,-10.9139,-37.049648,Disponível
CNEFE-2800308-5-10,"Rua São Cristóvão, 120",Galpão,-10.9137,-37.04972,Abandonado/IPTU Atrasado
CNEFE-2800308-5-11,"Rua São Cristóvão, 132",Prédio Misto,-10.9139,-37.049792,Disponível
CNEFE-2800308-5-12,"Rua São Cristóvão, 144",Prédio Misto,-10.9137,-37.049864,Abandonado/IPTU Atrasado
CNEFE-2800308-5-13,"Rua São Cristóvão, 156",Loja Térrea,-10.9139,-37.049936,Disponível
CNEFE-2800308-5-14,"Rua São Cristóvão, 168",Loja Térrea,-10.9137,-37.050008,Alugado
CNEFE-2800308-5-15,"Rua São Cristóvão, 180",Residencial,-10.9139,-37.05008,Alugado
CNEFE-2800308-5-16,"Rua São Cristóvão, 192",Loja Térrea,-10.9137,-37.050152,Abandonado/IPTU Atrasado
CNEFE-2800308-5-17,"Rua São Cristóvão, 204",Sala Comercial,-10.9139,-37.050224,Alugado
CNEFE-2800308-5-18,"Rua São Cristóvão, 215",Residencial,-10.9137,-37.050296,Alugado
CNEFE-2800308-5-19,"Rua São Cristóvão, 228",Prédio Misto,-10.9139,-37.050368,Alugado
CNEFE-2800308-5-20,"Rua São Cristóvão, 240",Loja Térrea,-10.9137,-37.05044,Alugado
CNEFE-2800308-5-21,"Rua São Cristóvão, 252",Sala Comercial,-10.9139,-37.050512,Disponível
CNEFE-2800308-5-22,"Rua São Cristóvão, 264",Residencial,-10.9137,-37.050584,Alugado
CNEFE-2800308-5-23,"Rua São Cristóvão, 276",Residencial,-10.9139,-37.050656,Alugado
CNEFE-2800308-5-24,"Rua São Cristóvão, 288",Residencial,-10.9137,-37.050728,Alugado
CNEFE-2800308-5-25,"Rua São Cristóvão, 300",Prédio Misto,-10.9139,-37.0508,Alugado
CNEFE-2800308-5-26,"Rua São Cristóvão, 312",Loja Térrea,-10.9137,-37.050872,Abandonado/IPTU Atrasado
CNEFE-2800308-5-27,"Rua São Cristóvão, 324",Residencial,-10.9139,-37.050944,Alugado
CNEFE-2800308-5-28,"Rua São Cristóvão, 336",Sala Comercial,-10.9137,-37.051016,Alugado
CNEFE-2800308-5-29,"Rua São Cristóvão, 348",Sala Comercial,-10.9139,-37.051088,Disponível
CNEFE-2800308-5-30,"Rua São Cristóvão, 360",Residencial,-10.9137,-37.05116,Alugado
CNEFE-2800308-5-31,"Rua São Cristóvão, 372",Residencial,-10.9139,-37.051232,Alugado
CNEFE-2800308-5-32,"Rua São Cristóvão, 384",Prédio Misto,-10.9137,-37.051304,Alugado
CNEFE-2800308-5-33,"Rua São Cristóvão, 396",Prédio Misto,-10.9139,-37.051376,Alugado
CNEFE-2800308-5-34,"Rua São Cristóvão, 408",Residencial,-10.9137,-37.051448,Alugado
CNEFE-2800308-5-35,"Rua São Cristóvão, 420",Residencial,-10.9139,-37.05152,Alugado
CNEFE-2800308-5-36,"Rua São Cristóvão, 431",Galpão,-10.9137,-37.051592,Abandonado/IPTU Atrasado
CNEFE-2800308-5-37,"Rua São Cristóvão, 444",Sala Comercial,-10.9139,-37.051664,Alugado
CNEFE-2800308-5-38,"Rua São Cristóvão, 456",Prédio Misto,-10.9137,-37.051736,Alugado
CNEFE-2800308-5-39,"Rua São Cristóvão, 468",Loja Térrea,-10.9139,-37.051808,Alugado
CNEFE-2800308-5-40,"Rua São Cristóvão, 480",Sala Comercial,-10.9137,-37.05188,Abandonado/IPTU Atrasado
CNEFE-2800308-5-41,"Rua São Cristóvão, 492",Loja Térrea,-10.9139,-37.051952,Abandonado/IPTU Atrasado
CNEFE-2800308-5-42,"Rua São Cristóvão, 504",Prédio Misto,-10.9137,-37.052024,Disponível
CNEFE-2800308-5-43,"Rua São Cristóvão, 516",Residencial,-10.9139,-37.052096,Alugado
CNEFE-2800308-5-44,"Rua São Cristóvão, 528",Residencial,-10.9137,-37.052168,Alugado
CNEFE-2800308-5-45,"Rua São Cristóvão, 540",Residencial,-10.9139,-37.05224,Alugado
CNEFE-2800308-5-46,"Rua São Cristóvão, 552",Residencial,-10.9137,-37.052312,Alugado
CNEFE-2800308-5-47,"Rua São Cristóvão, 564",Sala Comercial,-10.9139,-37.052383999999996,Alugado
CNEFE-2800308-5-48,"Rua São Cristóvão, 576",Residencial,-10.9137,-37.052456,Alugado
CNEFE-2800308-5-49,"Rua São Cristóvão, 588",Prédio Misto,-10.9139,-37.052528,Alugado
CNEFE-2800308-5-50,"Rua São Cristóvão, 600",Loja Térrea,-10.9137,-37.0526,Abandonado/IPTU Atrasado
CNEFE-2800308-5-51,"Rua São Cristóvão, 612",Sala Comercial,-10.9139,-37.052672,Alugado
CNEFE-2800308-5-52,"Rua São Cristóvão, 624",Residencial,-10.9137,-37.052744,Alugado
CNEFE-2800308-5-53,"Rua São Cristóvão, 636",Residencial,-10.9139,-37.052816,Alugado
CNEFE-2800308-5-54,"Rua São Cristóvão, 648",Loja Térrea,-10.9137,-37.052888,Disponível
CNEFE-2800308-5-55,"Rua São Cristóvão, 660",Residencial,-10.9139,-37.05296,Alugado
CNEFE-2800308-5-56,"Rua São Cristóvão, 672",Prédio Misto,-10.9137,-37.053032,Abandonado/IPTU Atrasado
CNEFE-2800308-5-57,"Rua São Cristóvão, 684",Residencial,-10.9139,-37.053104,Alugado
CNEFE-2800308-5-58,"Rua São Cristóvão, 696",Residencial,-10.9137,-37.053176,Alugado
CNEFE-2800308-5-59,"Rua São Cristóvão, 708",Loja Térrea,-10.9139,-37.053247999999996,Alugado
CNEFE-2800308-5-60,"Rua São Cristóvão, 720",Residencial,-10.9137,-37.05332,Alugado
CNEFE-2800308-5-61,"Rua São Cristóvão, 732",Galpão,-10.9139,-37.053392,Disponível
CNEFE-2800308-5-62,"Rua São Cristóvão, 744",Prédio Misto,-10.9137,-37.053464,Alugado
CNEFE-2800308-5-63,"Rua São Cristóvão, 756",Residencial,-10.9139,-37.053536,Alugado
CNEFE-2800308-5-64,"Rua São Cristóvão, 768",Sala Comercial,-10.9137,-37.053608,Disponível
CNEFE-2800308-5-65,"Rua São Cristóvão, 780",Residencial,-10.9139,-37.05368,Alugado
CNEFE-2800308-5-66,"Rua São Cristóvão, 792",Sala Comercial,-10.9137,-37.053752,Abandonado/IPTU Atrasado
CNEFE-2800308-5-67,"Rua São Cristóvão, 804",Prédio Misto,-10.9139,-37.053824,Abandonado/IPTU Atrasado
CNEFE-2800308-5-68,"Rua São Cristóvão, 816",Loja Térrea,-10.9137,-37.053896,Alugado
CNEFE-2800308-5-69,"Rua São Cristóvão, 828",Residencial,-10.9139,-37.053968,Alugado
CNEFE-2800308-5-70,"Rua São Cristóvão, 840",Residencial,-10.9137,-37.05404,Alugado
CNEFE-2800308-5-71,"Rua São Cristóvão, 851",Sala Comercial,-10.9139,-37.054111999999996,Alugado
CNEFE-2800308-5-72,"Rua São Cristóvão, 863",Loja Térrea,-10.9137,-37.054184,Alugado
CNEFE-2800308-5-73,"Rua São Cristóvão, 876",Sala Comercial,-10.9139,-37.054256,Alugado
CNEFE-2800308-5-74,"Rua São Cristóvão, 888",Sala Comercial,-10.9137,-37.054328,Alugado
CNEFE-2800308-5-75,"Rua São Cristóvão, 900",Loja Térrea,-10.9139,-37.0544,Alugado
CNEFE-2800308-5-76,"Rua São Cristóvão, 912",Sala Comercial,-10.9137,-37.054472,Alugado
CNEFE-2800308-5-77,"Rua São Cristóvão, 924",Residencial,-10.9139,-37.054544,Alugado
CNEFE-2800308-5-78,"Rua São Cristóvão, 936",Residencial,-10.9137,-37.054616,Alugado
CNEFE-2800308-5-79,"Rua São Cristóvão, 948",Prédio Misto,-10.9139,-37.054688,Alugado
CNEFE-2800308-5-80,"Rua São Cristóvão, 960",Loja Térrea,-10.9137,-37.05476,Alugado
CNEFE-2800308-5-81,"Rua São Cristóvão, 972",Residencial,-10.9139,-37.054832,Alugado
CNEFE-2800308-5-82,"Rua São Cristóvão, 984",Loja Térrea,-10.9137,-37.054904,Alugado
CNEFE-2800308-5-83,"Rua São Cristóvão, 996",Sala Comercial,-10.9139,-37.054975999999996,Alugado
CNEFE-2800308-5-84,"Rua São Cristóvão, 1008",Loja Térrea,-10.9137,-37.055048,Alugado
CNEFE-2800308-5-85,"Rua São Cristóvão, 1020",Residencial,-10.9139,-37.05512,Alugado
CNEFE-2800308-5-86,"Rua São Cristóvão, 1032",Sala Comercial,-10.9137,-37.055192,Disponível
CNEFE-2800308-5-87,"Rua São Cristóvão, 1044",Residencial,-10.9139,-37.055264,Alugado
CNEFE-2800308-5-88,"Rua São Cristóvão, 1056",Residencial,-10.9137,-37.055336,Alugado
CNEFE-2800308-5-89,"Rua São Cristóvão, 1068",Residencial,-10.9139,-37.055408,Alugado
CNEFE-2800308-5-90,"Rua São Cristóvão, 1080",Prédio Misto,-10.9137,-37.05548,Disponível
CNEFE-2800308-5-91,"Rua São Cristóvão, 1092",Residencial,-10.9139,-37.055552,Alugado
CNEFE-2800308-5-92,"Rua São Cristóvão, 1104",Loja Térrea,-10.9137,-37.055624,Alugado
CNEFE-2800308-5-93,"Rua São Cristóvão, 1116",Residencial,-10.9139,-37.055696,Alugado
CNEFE-2800308-5-94,"Rua São Cristóvão, 1128",Residencial,-10.9137,-37.055768,Alugado
CNEFE-2800308-5-95,"Rua São Cristóvão, 1140",Loja Térrea,-10.9139,-37.055839999999996,Alugado
CNEFE-2800308-5-96,"Rua São Cristóvão, 1152",Residencial,-10.9137,-37.055912,Alugado
CNEFE-2800308-5-97,"Rua São Cristóvão, 1164",Residencial,-10.9139,-37.055984,Alugado
CNEFE-2800308-5-98,"Rua São Cristóvão, 1176",Prédio Misto,-10.9137,-37.056056,Abandonado/IPTU Atrasado
CNEFE-2800308-5-99,"Rua São Cristóvão, 1188",Sala Comercial,-10.9139,-37.056128,Alugado
CNEFE-2800308-5-100,"Rua São Cristóvão, 1200",Residencial,-10.9137,-37.0562,Alugado
CNEFE-2800308-5-101,"Rua São Cristóvão, 1212",Loja Térrea,-10.9139,-37.056272,Alugado
CNEFE-2800308-5-102,"Rua São Cristóvão, 1224",Loja Térrea,-10.9137,-37.056344,Alugado
CNEFE-2800308-5-103,"Rua São Cristóvão, 1236",Residencial,-10.9139,-37.056416,Alugado
CNEFE-2800308-5-104,"Rua São Cristóvão, 1248",Galpão,-10.9137,-37.056488,Abandonado/IPTU Atrasado
CNEFE-2800308-5-105,"Rua São Cristóvão, 1260",Residencial,-10.9139,-37.05656,Alugado
CNEFE-2800308-5-106,"Rua São Cristóvão, 1272",Sala Comercial,-10.9137,-37.056632,Abandonado/IPTU Atrasado
CNEFE-2800308-5-107,"Rua São Cristóvão, 1284",Loja Térrea,-10.9139,-37.056703999999996,Alugado
CNEFE-2800308-5-108,"Rua São Cristóvão, 1296",Loja Térrea,-10.9137,-37.056776,Alugado
CNEFE-2800308-5-109,"Rua São Cristóvão, 1308",Sala Comercial,-10.9139,-37.056848,Alugado
CNEFE-2800308-5-110,"Rua São Cristóvão, 1320",Prédio Misto,-10.9137,-37.05692,Abandonado/IPTU Atrasado
CNEFE-2800308-5-111,"Rua São Cristóvão, 1332",Loja Térrea,-10.9139,-37.056992,Disponível
CNEFE-2800308-5-112,"Rua São Cristóvão, 1344",Prédio Misto,-10.9137,-37.057064,Abandonado/IPTU Atrasado
CNEFE-2800308-5-113,"Rua São Cristóvão, 1356",Residencial,-10.9139,-37.057136,Alugado
CNEFE-2800308-5-114,"Rua São Cristóvão, 1368",Prédio Misto,-10.9137,-37.057208,Alugado
